"name","street","city","zip","email"
"Úrad práce, sociálnych vecí a rodiny Bratislava, detašované pracovisko Bratislava II","Vazovova 7/A","Bratislava - Staré Mesto",81616,"marcikova.iveta@upsvr.gov.sk"
"Matrika Čaka","č. 112","Čaka",93568,"obeccaka@stonline.sk"
"Obecný úrad Kanianka","SNP 583/1","Kanianka",97217,"ocu.kanianka@stonline.sk"
"Mestský úrad Kremnica","Štefánikovo nám. 1/1","Kremnica",96701,"msu@kremnica.sk"
"Matrika Kalinovo","Ul. SNP 138/14","Kalinovo",98501,"oukalinovo@zoznam.sk"
"Obecný úrad Nová Bystrica","č. 657","Nová Bystrica",2305,"ounbystrica@stonline.sk"
"Daňový úrad Šahy","Fr. Rákocziho II. 7","Šahy",93601,"du.sh@nr.drsr.sk"
"Matrika Bratislava - Devínska Nová Ves","Istrijská 49","Bratislava - Devínska Nová Ves",84310,"mudnv@posta.sk"
"Obecný úrad Bátorove Kosihy","Hlavná 873","Bátorove Kosihy",94634,"batorovekosihy@nextra.sk"
"Obecný úrad Súlovce","č. 177","Súlovce",95614,"sulovce@wircom.sk, obecsulovce@stonline.sk"
"Obecný úrad Veľký Blh","Družstevná 354","Veľký Blh",98022,"ocu@velkyblh.sk"
"Obecný úrad Tureň","č. 36 ","Tureň",90301,"obec@turen.sk"
"Matrika Kamenica nad Hronom","č. 106","Kamenica nad Hronom",94365,"ou.kamenicanhr@stonline.sk"
"Obecný úrad Mojtín","č. 242","Mojtín",2072,"obecmojtin@obecmojtin.sk, obecmojtin@stonline.sk"
"Obecný úrad Nižný Lánec","č. 54","Nižný Lánec",4473,"obecniznylanec@centrum.sk"
"Obecný úrad Nižné Ladičkovce","č. 55","Nižné Ladičkovce",6711,"obecnladickovce@stonline.sk"
"Obecný úrad Blažice","č. 53","Blažice",4416,"blazice@atlas.sk"
"Obecný úrad Šintava","č. 244","Šintava",92551,"obec@sintava.sk"
"Obecný úrad Prašice","1. mája 142","Prašice",95622,"obec@prasice.sk, obec.prasice@stonline.sk"
"Obecný úrad Štôla","č. 29","Štôla",5937,"obustola@sinet.sk"
"Obecný úrad Stará Kremnička","č. 198","Stará Kremnička",96501,"obec@starakremnicka.sk"
"Obecný úrad Sklabiňa","č. 108","Sklabiňa",3803,"sklabina.ou@inmail.sk"
"Obecný úrad Roškovce","č. 49","Roškovce",6702,"roskovce@zoznam.sk"
"Obecný úrad Oľšavica","č. 94","Oľšavica",5373,"olsavica@olsavica.sk"
"Matrika Hybe","č. 2","Hybe",3231,"obechybe@slovanet.sk"
"Obecný úrad Stará Huta","č. 54","Stará Huta",96225,"shuta@podpolanou.sk"
"Obecný úrad Pavlovce nad Uhom","č. 17","Pavlovce nad Uhom",7214,"pavlovce@pavlovce.sk"
"Obecný úrad Sady nad Torysou","č. 189","Sady nad Torysou",4441,"obec@sady.sk"
"Matrika Diakovce","č. 118","Diakovce",92581,"diakovce@nextra.sk"
"Obecný úrad Rejdová","č. 47","Rejdová",4926,"obecny.urad@rejdova.sk"
"Obecný úrad Budiná","č. 96","Budiná",98512,"obecbudina@tuhar.net"
"Obecný úrad Hubovo","č. 24","Hubovo",98050,"obec.hubovo@centrum.sk"
"Obecný úrad Hlinné","č. 74","Hlinné",9435,"ocu.hlinne@slovanet.sk"
"Obecný úrad Želmanovce","č. 24","Želmanovce",8644,"ocuzelmanovce@azet.sk"
"Obecný úrad Ihráč","č. 57 ","Ihráč",96701,"obec@ihrac.sk, starostka@ihrac.sk"
"Mestská knižnica Hany Zelinovej","1.čsl.brigády 14","Vrútky",3861,"kultcentrum@max.euroweb.sk"
"Obecný úrad Žitavany","Športová 5","Žitavany",95197,"obec@zitavany.sk"
"Obecný úrad Dolinka","č. 211","Dolinka",99128,"dolinka@dolinka.org"
"Obecný úrad Bacúrov","č. 75","Bacúrov",96261,"obecbacurov@stonline.sk"
"Matrika Želiezovce","SNP 2","Želiezovce",93701,"mesto@zeliezovce.sk"
"Obecný úrad Mašková","č. 76","Mašková",98511,"obec.maskova@stonline.sk"
"Obecný úrad Kvačany","č. 100","Kvačany",3223,"kvacany@citycom.sk"
"Obecný úrad Kmeťovo","č. 77","Kmeťovo",94162,"obec.kmetovo@stonline.sk"
"Obecný úrad Vlky","č. 83","Vlky",90044,"obecvlky@mail.t-com.sk"
"Obecný úrad Nedožery - Brezany","Družstevná 367/1 ","Nedožery - Brezany",97212,"obec.ned_brez@stonline.sk"
"Obecný úrad Vlkanová","Matuškova 53","Vlkanová",97631,"obec@vlkanova.sk, starosta@vlkanova.sk"
"Obecný úrad Nižný Žipov","Hlavná 177/5","Nižný Žipov",7617,"obec-niznyzipov@stonline.sk"
"Obecný úrad Uhrovec","Ul. SNP 86/7","Uhrovec",95641,"obec@uhrovec.sk"
"Obecný úrad Chmeľovec","č. 98","Chmeľovec",8212,"chmelovec@pobox.sk"
"Obecný úrad Starý Hrádok","č. 29","Starý Hrádok",93556,"staryhradok@stonline.sk"
"Matrika Nová Ves nad Žitavou ","č. 76","Nová Ves nad Žitavou ",95151,"ou-novavesnzitavou@stonline.sk"
"Obecný úrad Dolná Trnávka","č. 66","Dolná Trnávka",96621,"sekretariat@dolnatrnavka.sk, obecdolnatrnavka@gmail.com"
"Obecný úrad Veličná","č. 164","Veličná",2754,"obec@velicna.sk, starosta@velicna.sk"
"Obecný úrad Peder","č. 117","Peder",4405,"ocupeder@post.sk"
"Matrika Štiavnik","Štiavnik","Štiavnik",1355,"palkova.l@stiavnik.sk"
"Matrika Veľký Grob","č. 272","Veľký Grob",92527,"starosta@velkygrob.sk"
"Obecný úrad Hronská Breznica","č. 100","Hronská Breznica",96612,"hronska.breznica@orangemail.sk"
"Obecný úrad Beňadiková","č. 17","Beňadiková",3204,"oubenadikova@alconet.sk"
"Matrika Námestovo","Cyrila a Metoda 6","Námestovo",2901,"namestovo@bb.telecom.sk"
"Obecný úrad Braväcovo","č. 196","Braväcovo",97664,"obecbravacovo@stonline.sk"
"Obecný úrad Jovsa","č. 73","Jovsa",7232,"jovsa@stonline.sk"
"Obecný úrad Pongrácovce","č. 309","Pongrácovce",5305,"starosta@pongracovce.sk"
"Daňový úrad Tornaľa","Škultétyho 12","Tornaľa",98201,"du.tl@bb.drsr.sk"
"Obecný úrad Bojná","č. 201","Bojná",95601,"ocu@bojna.sk"
"Matrika Kriváň","Kriváň","Kriváň",96204,"matrikakrivan@zoznam.sk"
"Obecný úrad Čáry","M. Kollára 53","Čáry",90843,"obeccary@cary.sk"
"Obecný úrad Jablonica","Trnavská 801","Jablonica",90632,"jablonica@stonline.sk, starostka@jablonica.net"
"Obecný úrad Chotča","č. 3","Chotča",9021,"obec_chot@stonline.sk"
"Obecný úrad Remetské Hámre","č. 82","Remetské Hámre",7241,"ou@remetskehamre.sk, starostka@remetskehamre.sk"
"Obvodný lesný úrad Košice","Popradská 78","Košice - Západ",4011,"olu.ke@3s.land.gov.sk"
"Obecný úrad Zbudské Dlhé","č. 90","Zbudské Dlhé",6712,"obgcnepr@stonline.sk"
"Obecný úrad Tuchyňa","č. 205","Tuchyňa",1855,"ocutuchyna@naex.sk"
"Obecný úrad Beša","č. 306","Beša",93536,"obecbesa@stonline.sk"
"Obecný úrad Vyšné Ružbachy","č. 243","Vyšné Ružbachy",6502,"obec@ruzbachyobec.sk"
"Obecný úrad Píla","Hlavná 68","Píla",90089,"obecpila@stonline.sk"
"Obecný úrad Rovné","č. 32","Rovné",98267,"rovne@gemer.org"
"Obecný úrad Drňa","č. 50","Drňa",98003,"drna@stonline.sk"
"Obecný úrad Kráľovičove Kračany","č. 109","Kráľovičove Kračany",93003,"kralkracany@nextra.sk"
"Matrika Vráble","Hlavná 1221","Vráble",95201,"msu@vrable.sk"
"Úrad práce, sociálnych vecí a rodiny Košice IV (DP) - úsek sociálnych vecí","Žižkova 21","Košice - Juh",4001,"olga.suskova@upsvar.sk"
"Obecný úrad Závod","č. 243","Závod",90872,"starosta@obeczavod.sk"
"Obecný úrad Chlmec","č. 83","Chlmec",6741,"ouchlmec@stonline.sk"
"Obecný úrad Močiar","č. 96","Močiar",96982,"obecnyuradmociar@stonline.sk"
"Obecný úrad Kokšov - Bakša","č. 178","Kokšov - Bakša",4413,"koksov-baksa@stonline.sk"
"Archív mesta Košíc","Kováčska 20/I","Košice - Staré Mesto",4001,"archiv@archiv.kosice.sk"
"Matrika Komárno","Župná 15","Komárno",94501,"info@komarno.sk"
"Obecný úrad Hurbanova Ves","č. 48","Hurbanova Ves",90301,"hurbanova.ves@zoznam.sk"
"Matrika Tôň","Bratislavská cesta 132/8","Tôň",94615,"obecton@stonline.sk"
"Obecný úrad Sučany","Námestie SNP 8","Sučany",3852,"obecnyurad@sucany.sk, prednosta@sucany.sk"
"Obecný úrad Lipovník","č. 164","Lipovník",95601,"obec.lipovnik@stonline.sk"
"Obecný úrad Rokytovce","č. 75","Rokytovce",6801,"rokytovce@zoznam.sk"
"Obecný úrad Koškovce","č. 11","Koškovce",6712,"koskovce@host.sk"
"Obecný úrad Malá Lodina","č. 98","Malá Lodina",4432,"malalodina@post.sk"
"Mestská knižnica Brezová pod Bradlom","Horný rad 566/89","Brezová pod Bradlom",90613,"kniznica@brezova.sk"
"Matrika Nové Sady","č. 177","Nové Sady",95124,"novesady@stonline.sk"
"Obecný úrad Trnávka","Sečovská 82/4","Trnávka",7801,"obectrnavka@pobox.sk"
"Matrika Soblahov","č. 366","Soblahov",91338,"halgosova@soblahov.sk"
"Archív Zboru väzenskej a justičnej stráže SR","Gucmanova 19/670","Leopoldov",92041,"archivzvjs@zvjs.sk"
"Obecný úrad Jakubov","č. 191","Jakubov",90063,"starosta@jakubov.sk"
"Matrika Slovenská Kajňa","č. 4","Slovenská Kajňa",9402,"slovkajna@stonline.sk"
"Žilinská univerzita, Univerzitná knižnica","Vysokoškolákov 24","Žilina",1184,"marta.sakalova@ukzu.utc.sk"
"Obecný úrad Vyšný Orlík","č. 14","Vyšný Orlík",9011,"obecvysnyorlik@stonline.sk"
"Obecný úrad Lukačovce","č. 101","Lukačovce",6724,"obeclukacovce@stonline.sk"
"Obecný úrad Zavar","Viktorínova 14","Zavar",91926,"ocu.zavar@nextra.sk"
"Obecný úrad Veľké Orvište","Hlavná 17 ","Veľké Orvište",92201,"ou@velkeorviste.sk, starosta@velkeorviste.sk"
"Obecný úrad Medzany","č. 152","Medzany",8221,"obec.medzany@post.sk"
"Matrika Lysá pod Makytou","č. 1","Lysá pod Makytou",2054,"obeclysa@stonline.sk"
"Obecný úrad Lešť","Školská 21","Lešť",96263,"anita.tischlerova@mil.sk"
"Obecný úrad Silická Brezová","č. 70","Silická Brezová",4911,"obecsb@stonline.sk"
"Obecný úrad Malženice","č. 294","Malženice",91929,"obec.malzenice@stonline.sk, obec.malzenice@trnavanet.sk"
"Obecný úrad Gbeľany","č. 139","Gbeľany",1302,"obec_gbelany@stonline.sk"
"Matrika Stará Turá","Družstevná 1","Stará Turá",91601,"staratura@nm.psg.sk"
"Matrika Chtelnica","Nám. 1. mája 495/52 ","Chtelnica",92205,"ouchtelnica@centrum.sk"
"Obecný úrad Závažná Poruba","Hlavná 135","Závažná Poruba",3202,"obeczav@stonline.sk"
"Obecný úrad Bitarová","č. 94","Bitarová",1004,"obec.bitarova@gmail.com"
"Obecný úrad Nevoľné","č. 127","Nevoľné",96701,"obecnevolne@stonline.sk, starosta@nevolne.sk"
"Matrika Trhová Hradská","Farský rad 488/1","Trhová Hradská",93013,"ocutrhovahradska@stonline.sk"
"Obecný úrad Horná Krupá","č. 186","Horná Krupá",91965,"ou@hornakrupa.com"
"Daňový úrad Šamorín","Obilná 1128","Šamorín",93101,"du.sm@tt.drsr.sk"
"Obecný úrad Klin nad Bodrogom","č. 34","Klin nad Bodrogom",7631,"klinb@stonline.sk"
"Obecný úrad Malé Raškovce","č. 56","Malé Raškovce",7217,"obecmaleraskovce@centrum.sk"
"Obecný úrad Rimavská Seč","Malý rad 294","Rimavská Seč",98042,"rimsec@gemernet.sk"
"Obecný úrad Brodzany","č. 154","Brodzany",95842,"brodzany1@szm.sk"
"Obecný úrad Staré","č. 208","Staré",7223,"obec.stare@minet.sk"
"Obecný úrad Lehôtka","č. 23","Lehôtka",98511,"oculehotka@stonline.sk"
"Obecný úrad Moča","č. 168","Moča",94637,"obecmoca@stonline.sk"
"Obecný úrad Miloslavov","Alžbetin Dvor 181","Miloslavov",90042,"obec@miloslavov.sk"
"Obecný úrad Podkylava","č. 6","Podkylava",91616,"podkylava@mail.t-com.sk"
"Obecný úrad Komjatice","Nádražná 97","Komjatice",94106,"starosta@komjatice.sk"
"Obecný úrad Pata","Hlohovecká 103","Pata",92553,"starosta@obecpata.sk"
"Matrika Šamorín","Hlavná 37","Šamorín",93101,"mu_samorin@samorin.sk"
"Obecný úrad Dlhá nad Váhom","č. 225","Dlhá nad Váhom",92705,"obec@dlhanadvahom.sk"
"Obecný úrad Drienica","č. 168","Drienica",8301,"drienica@drienica.sk"
"Obecný úrad Lehota pod Vtáčnikom","Nám. SNP 33/1","Lehota pod Vtáčnikom",97242,"obecnyurad@lehotapodvtacnikom.sk"
"Obecný úrad Zborov","Lesná 10","Zborov",8633,"ocuzborov@stonline.sk"
"Obecný úrad Topoľa","č. 95","Topoľa",6765,"obectopola@stonline.sk"
"Mestský úrad Dubnica nad Váhom","Bratislavská 434/9","Dubnica nad Váhom",1841,"msu@dubnica.eu"
"Matrika Tisovec","Nám. Dr. V. Clementisa 1","Tisovec",98061,"dlazakova@tisovec.com"
"Obecný úrad Lipová","Mlynský Sek 203","Lipová",94102,"obecnyurad.lipova@zoznam.sk"
"Obecný úrad Sedmerovec","č. 58","Sedmerovec",1854,"sedmerovec@stonline.sk"
"Obecný úrad Girovce","č. 13","Girovce",9406,"obecgirovce@mail.t-com.sk"
"Matrika Podhájska","č. 322","Podhájska",94148,"oupodhajska@stonline.sk"
"Obecný úrad Trnovec","č. 66","Trnovec",90851,"trnovec@ehs.sk"
"Obecný úrad Buglovce","č. 56","Buglovce",5304,"ocubuglovce@stonline.sk"
"Obecný úrad Malá Poľana","č. 72","Malá Poľana",9024,"obecmalapolana@stonline.sk"
"Matrika "," ","Dubník",94135,"obec.dubnik@post.sk"
"Obecný úrad Haláčovce","č. 48","Haláčovce",95655,"ouhalacovce@szm.sk"
"Obecný úrad Slatinské Lazy","č. 111","Slatinské Lazy",96225,"slatinske@lazy.sk"
"Obecný úrad Ozdín","č. 52","Ozdín",98524,"obec.ozdin@gmail.com, starostaozdin@gmail.com"
"Obecný úrad Horná Strehová","č. 26","Horná Strehová",99102,"obec.horna-strehova@stonline.sk"
"Obecný úrad Závada","č. 54","Závada",99121,"obeczavada@dtnet.sk, obeczavada@procomp.sk"
"Obecný úrad Závadka","č. 36","Závadka",7233,"ocuzavadka36@stonline.sk"
"Obecný úrad Veľká Lesná","č. 58","Veľká Lesná",6534,"velkalesna@stonline.sk"
"Obecný úrad Stará Bašta","č. 100","Stará Bašta",98034,"farkasovamagda@stonline.sk"
"Obecný úrad Stará Bystrica","č. 537","Stará Bystrica",2304,"starabystrica@starabystrica.sk, janpodmanicky@starabystrica.sk"
"Obecný úrad Teplička nad Váhom","Nám. sv. Floriána 290/2","Teplička nad Váhom",1301,"obec@teplickanadvahom.sk, sekretariat@teplickanadvahom.sk"
"Colný úrad Trenčín, stanica Trenčín","Kasárenská 8","Trenčín",91105,"cu6682@colnasprava.sk"
"Matrika ","Hviezdoslavova 7","Košice - Staré Mesto",4034,"starosta@kosice-city.sk"
"Obecný úrad Bunkovce","č. 103","Bunkovce",7244,"oubunkovce@stonline.sk"
"Obecný úrad Dražkovce","č. 45","Dražkovce",3802,"oudrazkovce@stonline.sk"
"Obecný úrad Nitrianske Hrnčiarovce","Jelenecká 74","Nitrianske Hrnčiarovce",95101,"ounh@stonline.sk"
"Mestský úrad Medzev","Štóska 6","Medzev",4425,"mesto@medzev.sk"
"Obecný úrad Brunovce","č. 106","Brunovce",91625,"obecbrunovce@stonline.sk"
"Matrika Rúbaň","č. 27","Rúbaň",94136,"obecruban@ba.telecom.sk"
"Obecný úrad Štrba","Hlavná 188/67","Štrba",5938,"strba@strba.sk"
"Obecný úrad Tvrdošovce","Novozámocká 56","Tvrdošovce",94110,"tvrdosovce@stonline.sk"
"Obecný úrad Vlkas","č. 157","Vlkas",94144,"vlkas@stonline.sk"
"Obecný úrad Čaka","č. 112","Čaka",93568,"obec_caka@stonline.sk"
"Obecný úrad Ťapešovo","č. 117","Ťapešovo",2951,"tapesovo@stonline.sk"
"Obecný úrad Neporadza","č. 79","Neporadza",98045,"obec.neporadza@szm.sk"
"Mestský úrad Žarnovica","Nám. SNP 33","Žarnovica",96681,"prednosta@zarnovica.sk"
"Obecný úrad Chmeľnica","č. 103","Chmeľnica",6401,"obecchmelnica@stonline.sk"
"Obecný úrad Nižný Hrabovec","č. 407","Nižný Hrabovec",9421,"ocu.nizny.hrabovec@slovanet.sk"
"Obecný úrad Slavošovce","č. 113","Slavošovce",4936,"ou@slavosovce.sk"
"Colný úrad Trenčín, pobočka Ilava","Štúrova 384/28","Ilava",1980,"cu6671@colnasprava.sk"
"Matrika Žarnovica","Nám. SNP 33","Žarnovica",96681,"soukupova@zarnovica.eu"
"Mestský úrad Rajec","Nám. SNP 2/2","Rajec",1522,"msu@rajec.sk"
"Matrika Bánovce nad Bebravou","Nám. Ľ. Štúra","Bánovce nad Bebravou",95701,"info@banovce.sk"
"Obecný úrad Sečovská Polianka","Hlavná 132","Sečovská Polianka",9414,"ousp@he.psg.sk"
"Obecný úrad Vyšný Hrabovec","č. 40","Vyšný Hrabovec",9034,"juraj.psar@stonline.sk"
"Obecný úrad Lipovník","č. 164","Lipovník",4942,"obec.lipovnik@stonline.sk"
"Obecný úrad Opatovce nad Nitrou","č. 393","Opatovce nad Nitrou",97202,"ocu@opatovcenadnitrou.sk, dana.meliskova@opatovcenadnitrou.sk"
"Obecný úrad Horný Kalník","č. 39","Horný Kalník",3802,"obechornykalnik@pobox.sk"
"Obecný úrad Petrova Lehota","č. 51","Petrova Lehota",91326,"obecnyurad@centrum.sk"
"Obecný úrad Lieskovec","č. 122","Lieskovec",6745,"obeclies@stonline.sk"
"Mestský úrad Gelnica","Banícke nám. 4","Gelnica",5601,"primatorka@gelnica.sk"
"Matrika Klížska Nemá","č. 52","Klížska Nemá",94619,"ocuklnema@nextra.sk"
"Matrika Nitra","Štefánikova trieda 60","Nitra",95006,"primator@nitra.sk"
"Obecný úrad Ploské","č. 39","Ploské",98265,"obecploske@stonline.sk"
"Obecný úrad Brusno","č. 360","Brusno",97662,"obecbrusno@stonline.sk"
"Obecný úrad Pohronský Bukovec","č. 40","Pohronský Bukovec",97662,"obec.pohronskybukovec@stonline.sk"
"Matrika Tovarné","č. 4","Tovarné",9401,"ocu.tovarnev@slovanet.sk"
"Obecný úrad Bolešov","č. 78","Bolešov",1853,"obecbolesov@stonline.sk"
"Obecný úrad Žlkovce","č. 158","Žlkovce",92042,"obecnyurad@zlkovce.sk, stanko.tibor@gmail.com"
"Univerzita Mateja Bela, Univerzitná knižnica ","Tajovského 40","Banská Bystrica",97409,"kniznica@umb.sk"
"Matrika Lokca","č. 3","Lokca",2951,"oculokca@stonline.sk"
"Obecný úrad Nižný Kručov","č. 48","Nižný Kručov",9301,"niznykrucov@inmail.sk"
"Matrika Gabčíkovo","Hlavná 1038/21","Gabčíkovo",93005,"gabcikovo@nextra.sk"
"Obecný úrad Gemerská Poloma","Námestie SNP 211","Gemerská Poloma",4922,"obec@gemerskapoloma.sk"
"Obecný úrad Slávnica","č. 209","Slávnica",1854,"slavnica@slavnica.sk"
"Matrika Cinobaňa","č. 299","Cinobaňa",98522,"obeccinobana@stonline.sk"
"Obecný úrad Horný Bar","č. 184","Horný Bar",93033,"ouhornybar@stonline.sk"
"Obecný úrad Veľká Franková","č. 74","Veľká Franková",5978,"obecv.frankova@stonline.sk"
"Obecný úrad Košecké Podhradie","č. 359","Košecké Podhradie",1831,"obec@koseckepodhradie.sk"
"Obecný úrad Bystričany","Mirka Nešpora 1/17","Bystričany",97245,"obec.bystricany@stonline.sk"
"Obecný úrad Brehy","č. 117","Brehy",96801,"brehy@brehy.sk"
"Obecný úrad Horná Streda","č. 407","Horná Streda",91624,"obec@hornastreda.sk"
"Obecný úrad Dolné Lovčice","SNP 69","Dolné Lovčice",91927,"ocudolnelovcice@stonline.sk"
"Obecný úrad Výrava","č. 100","Výrava",6716,"ouvyrava@in.slovanet.sk"
"Obecný úrad Šalov","č. 16 ","Šalov",93571,"obecsalov@naex.sk"
"Obecný úrad Kendice","č. 274","Kendice",8201,"obeckendice@zoznam.sk"
"Obecný úrad Timoradza","č. 1","Timoradza",95652,"ocutimo@gmail.com"
"Matrika Ďanová","č. 22","Ďanová",3842,"danova@danova.sk"
"Obecný úrad Pochabany","č. 24","Pochabany",95638,"ocu.pochabany@post.sk,obec@pochabany.sk"
"Obecný úrad Sazdice","č. 80","Sazdice",93585,"obecsazdice@stonline.sk"
"Obecný úrad Ptičie","č. 97","Ptičie",6741,"pticie@stonline.sk"
"Obecný úrad Čalovec","č. 170","Čalovec",94602,"ocucalovec@gutanet.sk"
"Obecný úrad Zemplínska Široká","č. 304","Zemplínska Široká",7213,"zemplinskasiroka@minet.sk"
"Obecný úrad Tehla","č. 88","Tehla",93535,"obectehla@stonline.sk"
"Matrika Smolník","č. 1","Smolník",5566,"obecuradsmolnik@stonline.sk"
"Matrika Veľký Klíž","č. 88","Veľký Klíž",95845,"obecvelkykliz@stonline.sk"
"Obecný úrad Rudná","č. 69","Rudná",4801,"obec.rudna@stonline.sk"
"Obecný úrad Kráľova Lehota","č. 39","Kráľova Lehota",3233,"obec.klehota@stonline.sk"
"Miestny úrad Bratislava - Ružinov","Mierova 21","Bratislava - Ružinov",82705,"ruzinov@ruzinov.sk, miroslava.strosova@ruzinov.sk"
"Obecný úrad Pavlovce","č. 37","Pavlovce",98001,"ou.pavlovce@stonline.sk"
"Obecný úrad Košolná","č. 44","Košolná",91901,"obeckosolna@stonline.sk"
"Matrika Želovce","Zdravotnícka 11","Želovce",99106,"obec@zelovce.sk"
"Matrika Koválov","č. 216","Koválov",90603,"obeckovalov@stonline.sk"
"Obecný úrad Pavlová","č. 153","Pavlová",94359,"obec.pavlova@zoznam.sk, pavlova@dolnepohronie.sk"
"Obecný úrad Kraskovo","č. 67","Kraskovo",98026,"vieratrnavska@centrum.sk"
"Obecný úrad Belín","č. 32","Belín",98001,"ocu.belin@post.sk"
"Obecný úrad Veľké Dvorníky","č. 190","Veľké Dvorníky",92901,"ocuvdvorniky@stonline.sk"
"Obecný úrad Mudrovce","č. 28","Mudrovce",4447,"obecmudrovce@gmail.com"
"Obecný úrad Chtelnica","Nám. 1. mája 495/52 ","Chtelnica",92205,"ouchtelnica@centrum.sk"
"Obecný úrad Hontianske Tesáre","č. 66","Hontianske Tesáre",96268,"obec@Honttesare.sk"
"Obecný úrad Breziny","Horné Breziny 141","Breziny",96261,"obec@breziny.sk"
"Obecný úrad Hermanovce","č. 59","Hermanovce",8235,"hermanovce@zoznam.sk"
"Mestský úrad Nováky","Námestie SNP 349/10","Nováky",97271,"prednosta@novaky.sk"
"Obecný úrad Hniezdne","č. 1","Hniezdne",6501,"obechniezdne@stonline.sk"
"Obecný úrad Čelovce","č. 49","Čelovce",8214,"celovce@nextra.sk"
"Obecný úrad Turcovce","č. 35","Turcovce",6723,"outurcovce@slovanet.sk"
"Obecný úrad Praha","č. 37","Praha",98511,"obec@praha.gityposta.sk"
"Obecný úrad Herľany","č. 54","Herľany",4446,"obecherlany@stonline.sk"
"Matrika Fačkov","č. 69","Fačkov",1315,"fackov@slovanet.sk"
"Obecný úrad Jesenské","Sobotská 10","Jesenské",98002,"obecjesenske@mail.t-com.sk"
